time,V1,V2,I1,I2
1515,0.00,0.00,0.017,0.029
1516,0.00,0.00,0.005,0.038
1517,0.00,0.00,0.023,0.047
1518,0.00,0.00,0.000,0.061
1519,0.00,0.00,0.022,0.029
1520,0.00,0.00,0.027,0.041
1521,0.00,0.00,0.014,0.049
1522,0.00,0.00,0.012,0.027
1523,0.00,0.00,-0.006,0.027
1524,0.00,0.00,0.009,0.038
1525,0.00,0.00,0.025,0.038
1526,0.00,0.00,-0.001,0.026
1527,0.00,0.00,0.006,0.010
1528,0.00,0.00,0.007,0.035
1529,0.00,0.00,0.016,0.035
1530,0.00,0.00,0.047,0.030
1531,0.00,0.00,0.030,0.044
1532,0.00,0.00,0.016,0.038
1533,0.00,0.00,0.033,0.022
1534,0.00,0.00,0.030,0.043
1535,0.00,0.00,0.010,0.028
1536,0.00,0.00,0.012,0.045
1537,0.00,0.00,0.001,0.049
1538,0.00,0.00,0.027,0.016
1539,0.00,0.00,0.031,0.041
1540,0.00,0.00,0.021,0.039
1541,0.00,0.00,0.008,0.038
1542,0.00,0.00,0.019,0.051
1543,0.00,0.00,0.015,0.049
1544,0.00,0.00,0.031,0.051
1545,0.00,0.00,0.011,0.048
1546,0.00,0.00,0.022,0.049
1547,0.00,0.00,0.025,0.037
1548,0.00,0.00,0.024,0.032
1549,0.00,0.00,0.021,0.048
1550,0.00,0.00,0.016,0.029
1551,0.00,0.00,0.030,0.036
1552,0.00,0.00,0.036,0.029
1553,0.00,0.00,0.018,0.041
1554,0.00,0.00,0.016,0.049
1555,0.00,0.00,0.016,0.034
1556,0.00,0.00,0.015,0.018
1557,0.00,0.00,-0.009,0.028
1558,0.00,0.00,0.011,0.027
1559,0.00,0.00,0.010,0.027
1560,0.00,0.00,0.009,0.040
1561,0.00,0.00,0.015,0.030
1562,0.00,0.00,0.026,0.047
1563,0.00,0.00,0.022,0.034
1564,0.00,0.00,0.015,0.007
1565,0.00,0.00,0.010,0.032
1566,0.00,0.00,-0.001,0.014
1567,0.00,0.00,0.004,0.018
1568,0.00,0.00,-0.010,0.011
1569,0.00,0.00,0.019,0.022
1570,0.00,0.00,-0.005,0.040
1571,0.00,0.00,0.004,0.012
1572,0.00,0.00,0.017,0.017
1573,0.00,0.00,0.023,0.040
1574,0.00,0.00,0.030,0.027
1575,0.00,0.00,0.031,0.023
1576,0.00,0.00,0.016,0.036
1577,12.24,0.00,0.106,0.020
1578,12.27,0.00,0.102,0.038
1579,12.24,0.00,0.118,0.037
1580,12.27,0.00,0.127,0.048
1581,12.27,0.00,0.122,0.014
1582,12.27,0.00,0.125,0.043
1583,12.24,0.00,0.118,0.047
1584,12.24,0.00,0.105,0.029
1585,12.32,0.00,0.113,0.032
1586,12.22,0.00,0.107,0.035
1587,12.22,0.00,0.121,0.034
1588,12.27,0.00,0.114,0.044
1589,12.32,0.00,0.092,0.034
1590,12.24,0.00,0.074,0.018
1591,12.29,0.00,0.102,0.029
1592,12.27,0.00,0.105,0.025
1593,12.27,0.00,0.099,0.025
1594,12.27,0.00,0.106,0.046
1595,12.27,0.00,0.105,0.044
1596,12.27,0.00,0.126,0.037
1597,12.24,0.00,0.109,0.021
1598,12.24,0.00,0.113,0.027
1599,12.27,0.00,0.112,0.029
1600,12.27,0.00,0.108,0.052
1601,12.27,0.00,0.105,0.027
1602,12.27,0.00,0.112,0.029
1603,12.24,0.00,0.110,0.034
1604,12.22,0.00,0.108,0.019
1605,12.24,0.00,0.099,0.034
1606,12.27,0.00,0.113,0.045
1607,12.24,0.00,0.095,0.036
1608,12.22,0.00,0.132,0.018
1609,12.27,0.00,0.108,0.028
1610,12.22,0.15,0.100,-0.013
1611,12.24,0.00,0.097,0.042
1612,12.24,0.00,0.104,0.023
1613,12.24,0.00,0.097,0.033
1614,12.24,0.00,0.124,0.037
1615,12.24,0.00,0.116,0.038
1616,12.24,0.00,0.101,0.036
1617,12.24,0.00,0.095,0.040
1618,12.27,0.00,0.134,0.032
1619,12.27,0.00,0.135,0.048
1620,12.27,0.00,0.107,0.015
1621,12.27,0.00,0.113,0.041
1622,12.27,0.00,0.102,0.049
1623,12.27,0.00,0.108,0.035
1624,12.27,0.00,0.119,0.057
1625,12.24,0.00,0.107,0.029
1626,12.24,0.00,0.108,0.044
1627,12.24,0.00,0.098,0.042
1628,12.27,0.00,0.119,0.032
1629,12.27,0.00,0.102,0.029
1630,12.27,0.00,0.096,0.066
1631,12.27,0.00,0.119,0.029
1632,12.24,0.00,0.109,0.049
1633,12.27,0.00,0.115,0.030
1634,12.27,0.00,0.108,0.057
1635,12.29,0.00,0.091,0.041
1636,12.24,0.00,0.105,0.015
1637,12.27,0.00,0.109,0.042
1638,12.27,0.00,0.108,0.017
1639,12.27,0.00,0.105,0.038
1640,12.24,0.00,0.108,0.032
1641,12.24,0.00,0.109,0.042
1642,12.24,0.00,0.096,0.029
1643,12.24,0.00,0.100,0.011
1644,12.27,0.00,0.107,0.057
1645,12.24,0.00,0.108,0.035
1646,12.27,0.00,0.101,0.039
1647,12.27,0.00,0.105,0.038
1648,12.27,0.00,0.105,0.041
1649,12.22,0.00,0.085,0.031
1650,12.24,0.00,0.086,0.025
1651,12.24,0.00,0.111,0.049
1652,12.22,0.00,0.098,0.025
1653,12.27,0.00,0.096,0.042
1654,12.22,0.00,0.102,0.049
1655,12.24,0.00,0.104,0.029
1656,12.29,0.00,0.104,0.044
1657,12.27,0.00,0.111,0.043
1658,12.24,0.00,0.127,0.044
1659,12.27,0.00,0.101,0.021
1660,12.24,0.00,0.111,0.050
1661,12.29,0.00,0.093,0.035
1662,12.24,0.00,0.082,0.038
1663,12.24,0.00,0.102,0.035
1664,12.24,0.00,0.106,0.061
1665,12.24,0.00,0.115,0.038
1666,12.24,0.20,0.107,0.050
1667,12.24,0.00,0.110,0.026
1668,12.24,0.00,0.123,0.043
1669,12.27,0.00,0.103,0.035
1670,12.12,12.12,0.102,0.027
1671,12.22,12.24,0.122,0.044
1672,12.24,12.27,0.124,0.075
1673,12.22,12.19,0.098,0.042
1674,12.22,12.24,0.106,0.048
1675,12.19,12.24,0.099,0.035
1676,12.19,12.24,0.116,0.028
1677,12.22,12.22,0.113,0.052
1678,12.22,12.24,0.096,0.029
1679,12.22,12.24,0.101,0.056
1680,12.24,12.24,0.105,0.035
1681,12.22,12.22,0.109,0.024
1682,12.24,12.24,0.083,0.046
1683,12.27,12.24,0.101,0.057
1684,12.24,12.24,0.121,0.057
1685,12.22,12.24,0.122,0.051
1686,12.22,12.22,0.104,0.040
1687,12.24,12.24,0.102,0.044
1688,12.24,12.24,0.116,0.052
1689,12.27,12.24,0.134,0.053
1690,12.24,12.24,0.109,0.053
1691,12.22,12.22,0.105,0.048
1692,12.22,12.24,0.114,0.052
1693,12.22,12.22,0.117,0.035
1694,12.24,12.27,0.125,0.051
1695,12.24,12.24,0.111,0.046
1696,12.22,12.22,0.120,0.047
1697,12.27,12.24,0.103,0.030
1698,12.27,12.24,0.091,0.041
1699,12.24,12.27,0.127,0.044
1700,12.22,12.24,0.105,0.045
1701,12.24,12.27,0.113,0.024
1702,12.22,12.22,0.102,0.041
1703,12.24,12.27,0.102,0.061
1704,12.27,12.27,0.100,0.054
1705,12.24,12.19,0.085,0.033
1706,12.22,12.24,0.094,0.057
1707,12.22,12.29,0.100,0.045
1708,12.22,12.24,0.110,0.050
1709,12.22,12.27,0.110,0.052
1710,12.22,12.24,0.120,0.031
1711,12.27,12.24,0.112,0.023
1712,12.22,12.22,0.102,0.039
1713,12.27,12.24,0.099,0.040
1714,12.22,12.24,0.093,0.052
1715,12.24,12.27,0.095,0.042
1716,12.24,12.29,0.089,0.047
1717,12.27,12.24,0.085,0.055
1718,12.24,12.24,0.110,0.053
1719,12.27,12.22,0.098,0.041
1720,12.27,12.24,0.074,0.027
1721,12.24,12.22,0.092,0.048
1722,12.22,12.24,0.101,0.025
1723,12.22,12.19,0.125,0.046
1724,12.22,12.22,0.110,0.046
1725,12.24,12.27,0.107,0.050
1726,12.27,12.27,0.098,0.048
1727,12.24,12.22,0.100,0.047
1728,12.24,12.24,0.100,0.044
1729,12.27,12.24,0.124,0.041
1730,12.24,12.24,0.096,0.054
1731,12.27,12.27,0.092,0.035
1732,12.24,12.29,0.104,0.039
1733,12.22,12.24,0.099,0.045
1734,12.24,12.24,0.106,0.052
1735,12.27,12.24,0.083,0.043
1736,12.22,12.24,0.104,0.035
1737,12.24,12.24,0.094,0.047
1738,12.24,12.24,0.110,0.030
1739,12.24,12.22,0.107,0.038
1740,12.24,12.24,0.091,0.039
1741,12.24,12.27,0.102,0.043
1742,12.24,12.19,0.118,0.044
1743,12.22,12.19,0.093,0.039
1744,12.24,12.24,0.111,0.058
1745,12.24,12.24,0.094,0.047
1746,12.27,12.24,0.115,0.029
1747,12.19,12.24,0.127,0.051
1748,12.22,12.24,0.104,0.055
1749,12.24,12.27,0.130,0.054
1750,12.24,12.27,0.107,0.053
1751,12.24,12.19,0.107,0.055
1752,12.24,12.24,0.119,0.019
1753,12.27,12.24,0.108,0.055
1754,12.22,12.24,0.117,0.046
1755,12.22,12.24,0.131,0.055
1756,12.22,12.27,0.131,0.041
1757,12.19,12.24,0.107,0.050
1758,12.22,12.27,0.091,0.043
1759,12.22,12.27,0.117,0.035
1760,12.32,12.24,0.112,0.039
1761,12.22,12.24,0.111,0.036
1762,12.19,12.24,0.100,0.018
1763,12.19,12.24,0.103,0.059
1764,12.24,12.19,0.097,0.055
1765,12.24,12.24,0.093,0.045
1766,12.22,12.24,0.107,0.059
1767,12.22,12.24,0.121,0.041
1768,12.24,12.24,0.111,0.052
1769,12.24,12.24,0.088,0.031
1770,12.22,12.22,0.123,0.046
1771,12.19,12.24,0.099,0.049
1772,12.24,12.24,0.110,0.050
1773,12.24,12.29,0.112,0.038
1774,12.24,12.24,0.097,0.040
1775,12.24,12.24,0.087,0.041
1776,12.24,12.24,0.086,0.050
1777,12.24,12.22,0.102,0.038
1778,12.22,12.24,0.102,0.064
1779,12.24,12.24,0.097,0.033
1780,12.32,12.22,0.087,0.043
1781,12.27,12.24,0.083,0.054
1782,12.24,12.22,0.115,0.047
1783,12.24,12.22,0.116,0.070
1784,12.22,12.32,0.094,0.041
1785,12.27,12.22,0.104,0.029
1786,12.19,12.24,0.112,0.054
1787,12.22,12.22,0.097,0.035
1788,12.24,12.24,0.114,0.040
1789,12.24,12.24,0.125,0.035
1790,12.22,12.24,0.102,0.058
1791,12.24,12.24,0.110,0.063
1792,12.27,12.22,0.110,0.041
1793,12.27,12.27,0.111,0.034
1794,12.19,12.24,0.105,0.044
1795,12.19,12.24,0.118,0.044
1796,12.27,12.24,0.090,0.027
1797,12.19,12.22,0.103,0.062
1798,12.27,12.24,0.102,0.031
1799,12.22,12.27,0.116,0.042
1800,12.22,12.24,0.105,0.045
1801,12.24,12.22,0.111,0.047
1802,12.22,12.27,0.115,0.054
1803,12.27,12.22,0.097,0.047
1804,12.24,12.24,0.093,0.041
1805,12.24,12.24,0.092,0.040
1806,12.24,12.24,0.105,0.028
1807,12.19,12.24,0.095,0.020
1808,12.24,12.22,0.115,0.048
1809,12.22,12.24,0.119,0.037
1810,12.27,12.24,0.119,0.041
1811,12.24,12.27,0.123,0.040
1812,12.22,12.24,0.120,0.043
1813,12.27,12.27,0.105,0.053
1814,12.24,12.24,0.130,0.028
1815,12.22,12.27,0.130,0.040
1816,12.27,12.24,0.127,0.048
1817,12.22,12.27,0.106,0.047
1818,12.22,12.22,0.087,0.045
1819,12.24,12.22,0.094,0.035
1820,12.24,12.27,0.115,0.047
1821,12.22,12.27,0.114,0.046
1822,12.22,12.27,0.100,0.042
1823,12.27,12.24,0.117,0.036
1824,12.22,12.24,0.122,0.041
1825,12.27,12.27,0.105,0.048
1826,12.24,12.27,0.097,0.034
1827,12.24,12.27,0.090,0.050
1828,12.24,12.27,0.116,0.050
1829,12.27,12.22,0.091,0.044
1830,12.24,12.24,0.114,0.047
1831,12.24,12.24,0.102,0.047
1832,12.22,12.22,0.085,0.036
1833,12.27,12.24,0.104,0.054
1834,12.27,12.27,0.102,0.046
1835,12.27,12.24,0.085,0.036
1836,12.22,12.22,0.110,0.067
1837,12.24,12.27,0.091,0.026
1838,12.22,12.27,0.105,0.036
1839,12.19,12.24,0.102,0.049
1840,12.22,12.24,0.081,0.035
1841,12.24,12.24,0.092,0.040
1842,12.24,12.27,0.110,0.060
1843,12.24,12.24,0.102,0.026
1844,12.24,12.29,0.109,0.047
1845,12.27,12.27,0.096,0.055
1846,12.24,12.24,0.085,0.030
1847,12.29,12.24,0.086,0.045
1848,12.24,12.24,0.091,0.065
1849,12.24,12.24,0.096,0.038
1850,12.27,12.24,0.090,0.061
1851,12.27,12.24,0.111,0.061
1852,12.24,12.24,0.129,0.047
1853,12.27,12.24,0.106,0.043
1854,12.27,12.24,0.092,0.040
1855,12.24,12.27,0.105,0.044
1856,12.24,12.22,0.103,0.043
1857,12.22,12.24,0.081,0.039
1858,12.29,12.27,0.122,0.044
1859,12.24,12.24,0.121,0.041
1860,12.27,12.24,0.129,0.036
1861,12.24,12.27,0.094,0.057
1862,12.24,12.22,0.104,0.038
1863,12.27,12.24,0.117,0.049
1864,12.27,12.24,0.110,0.039
1865,12.27,12.24,0.109,0.068
1866,12.24,12.24,0.130,0.035
1867,12.24,12.27,0.101,0.051
1868,12.24,12.22,0.111,0.047
1869,12.27,12.24,0.096,0.045
1870,12.24,12.27,0.108,0.052
1871,12.27,12.24,0.109,0.043
1872,12.29,12.24,0.112,0.037
1873,12.24,12.22,0.110,0.042
1874,12.24,12.24,0.115,0.045
1875,12.22,12.24,0.112,0.043
1876,12.24,12.24,0.116,0.047
1877,12.22,12.24,0.089,0.058
1878,12.29,12.27,0.103,0.039
1879,12.27,12.24,0.118,0.022
1880,12.22,12.24,0.085,0.036
1881,12.27,12.24,0.137,0.041
1882,12.29,12.27,0.127,0.035
1883,12.27,12.29,0.091,0.048
1884,12.24,12.24,0.104,0.040
1885,12.27,12.27,0.115,0.063
1886,12.24,12.24,0.095,0.049
1887,12.27,12.24,0.096,0.048
1888,12.24,12.24,0.116,0.033
1889,12.29,12.22,0.090,0.052
1890,12.24,12.22,0.102,0.047
1891,12.24,12.27,0.110,0.046
1892,12.19,12.24,0.103,0.071
1893,12.27,12.27,0.102,0.052
1894,12.27,12.22,0.108,0.036
1895,12.24,12.27,0.099,0.038
1896,12.22,12.24,0.092,0.014
1897,12.27,12.27,0.113,0.059
1898,12.24,12.24,0.105,0.046
1899,12.22,12.24,0.110,0.052
1900,12.24,12.24,0.119,0.047
1901,12.27,12.29,0.089,0.057
1902,12.27,12.24,0.107,0.037
1903,12.27,12.27,0.098,0.055
1904,12.22,12.24,0.100,0.040
1905,12.27,12.24,0.116,0.030
1906,12.27,12.27,0.108,0.052
1907,12.24,12.27,0.108,0.026
1908,12.22,12.24,0.107,0.056
1909,12.27,12.22,0.105,0.049
1910,12.24,12.22,0.114,0.038
1911,12.19,12.27,0.108,0.038
1912,12.27,12.24,0.109,0.035
1913,12.22,12.27,0.105,0.033
1914,12.22,12.24,0.112,0.037
1915,12.24,12.24,0.099,0.059
1916,12.24,12.24,0.112,0.040
1917,12.27,12.32,0.087,0.031
1918,12.24,12.24,0.097,0.029
1919,12.22,12.27,0.100,0.050
1920,12.22,12.24,0.116,0.041
1921,12.29,12.29,0.107,0.026
1922,12.24,12.22,0.110,0.041
1923,12.22,12.22,0.123,0.044
1924,12.24,12.29,0.093,0.028
1925,12.27,12.22,0.105,0.039
1926,12.24,12.29,0.113,0.043
1927,12.27,12.27,0.102,0.044
1928,12.27,12.22,0.121,0.038
1929,12.27,12.19,0.107,0.027
1930,12.22,12.24,0.101,0.038
1931,12.27,12.27,0.122,0.042
1932,12.19,12.27,0.109,0.042
1933,12.32,12.27,0.088,0.047
1934,12.24,12.29,0.098,0.041
1935,12.24,12.27,0.102,0.057
1936,12.22,12.22,0.112,0.035
1937,12.24,12.24,0.113,0.039
1938,12.27,12.19,0.115,0.035
1939,12.22,12.27,0.102,0.047
1940,12.27,12.24,0.099,0.048
1941,12.27,12.27,0.093,0.055
1942,12.27,12.27,0.116,0.052
1943,12.24,12.27,0.101,0.036
1944,12.24,12.24,0.096,0.055
1945,12.22,12.24,0.097,0.037
1946,12.19,12.24,0.104,0.041
1947,12.24,12.27,0.099,0.061
1948,12.24,12.27,0.102,0.046
1949,12.24,12.22,0.099,0.049
1950,12.22,12.27,0.102,0.056
1951,12.24,12.24,0.107,0.063
1952,12.24,12.24,0.107,0.046
1953,12.24,12.22,0.074,0.038
1954,12.24,12.27,0.100,0.047
1955,12.24,12.27,0.103,0.038
1956,12.24,12.24,0.097,0.033
1957,12.22,12.24,0.104,0.047
1958,12.24,12.22,0.119,0.054
1959,12.24,12.24,0.110,0.024
1960,12.22,12.24,0.107,0.040
1961,12.27,12.27,0.093,0.031
1962,12.22,12.27,0.097,0.027
1963,12.27,12.27,0.105,0.033
1964,12.24,12.24,0.105,0.035
1965,12.27,12.27,0.104,0.048
1966,12.24,12.22,0.098,0.036
1967,12.24,12.24,0.108,0.044
1968,12.27,12.22,0.104,0.041
1969,12.24,12.29,0.115,0.033
1970,12.24,12.24,0.119,0.058
1971,12.24,12.27,0.105,0.044
1972,12.24,12.24,0.116,0.033
1973,12.22,12.22,0.115,0.024
1974,12.22,12.24,0.096,0.025
1975,12.24,12.27,0.118,0.032
1976,12.27,12.27,0.089,0.037
1977,12.24,12.27,0.108,0.036
1978,12.29,12.27,0.100,0.047
1979,12.27,12.22,0.102,0.031
1980,12.24,12.24,0.102,0.042
1981,12.27,12.24,0.095,0.046
1982,12.29,12.24,0.108,0.037
1983,12.24,12.24,0.119,0.038
1984,12.27,12.27,0.109,0.045
1985,12.24,12.24,0.124,0.051
1986,12.24,12.29,0.110,0.032
1987,12.27,12.22,0.095,0.045
1988,12.24,12.27,0.094,0.060
1989,12.29,12.24,0.105,0.064
1990,12.24,12.27,0.108,0.049
1991,12.24,12.22,0.113,0.049
1992,12.27,12.27,0.122,0.037
1993,12.24,12.24,0.093,0.046
1994,12.22,12.29,0.099,0.045
1995,12.24,12.27,0.101,0.041
1996,12.24,12.24,0.081,0.032
1997,12.22,12.24,0.103,0.036
1998,12.27,12.27,0.100,0.037
1999,12.27,12.24,0.091,0.044
2000,12.27,12.24,0.105,0.035
2001,12.24,12.22,0.102,0.044
2002,12.24,12.27,0.109,0.056
2003,12.22,12.27,0.094,0.049
2004,12.29,12.27,0.102,0.034
2005,12.24,12.27,0.096,0.035
2006,12.27,12.24,0.114,0.035
2007,12.22,12.24,0.108,0.060
2008,12.27,12.24,0.117,0.044
2009,12.27,12.22,0.106,0.048
2010,12.24,12.24,0.098,0.028
2011,12.27,12.27,0.111,0.052
2012,12.24,12.22,0.107,0.058
2013,12.27,12.27,0.114,0.041
2014,12.27,12.24,0.113,0.039
2015,12.24,12.24,0.114,0.045
2016,12.24,12.24,0.082,0.051
2017,12.24,12.27,0.116,0.033
2018,12.24,12.27,0.107,0.058
2019,12.27,12.22,0.091,0.029
2020,12.24,12.24,0.099,0.039
2021,12.24,12.27,0.124,0.026
2022,12.27,12.27,0.103,0.044
2023,12.22,12.24,0.086,0.047
2024,12.29,12.24,0.102,0.032
2025,12.22,12.24,0.115,0.044
2026,12.27,12.22,0.104,0.041
2027,12.27,12.22,0.109,0.056
2028,12.24,12.27,0.099,0.029
2029,12.22,12.27,0.112,0.046
2030,12.22,12.24,0.102,0.036
2031,12.24,12.27,0.125,0.030
2032,12.22,12.27,0.086,0.035
2033,12.27,12.27,0.087,0.043
2034,12.24,12.27,0.096,0.038
2035,12.24,12.27,0.103,0.044
2036,12.29,12.29,0.099,0.043
2037,12.24,12.24,0.093,0.052
2038,12.24,12.24,0.102,0.029
2039,12.24,12.27,0.115,0.030
2040,12.24,12.24,0.108,0.050
2041,12.22,12.24,0.118,0.041
2042,12.24,12.27,0.113,0.044
2043,12.22,12.24,0.140,0.045
2044,12.24,12.24,0.117,0.049
2045,12.27,12.24,0.095,0.037
2046,12.29,12.27,0.093,0.054
2047,12.24,12.22,0.113,0.043
2048,12.27,12.24,0.104,0.032
2049,12.24,12.27,0.110,0.055
2050,12.24,12.22,0.094,0.044
2051,12.24,12.27,0.117,0.055
2052,12.24,12.27,0.116,0.033
2053,12.24,12.24,0.110,0.035
2054,12.24,12.24,0.113,0.043
2055,12.27,12.27,0.108,0.023
2056,12.27,12.24,0.099,0.045
2057,12.24,12.24,0.105,0.021
2058,12.24,12.27,0.120,0.059
2059,12.27,12.27,0.100,0.047
2060,12.24,12.27,0.087,0.053
2061,12.24,12.24,0.101,0.039
2062,12.27,12.32,0.114,0.044
2063,12.22,12.27,0.093,0.035
2064,12.27,12.22,0.112,0.026
2065,12.24,12.24,0.113,0.019
2066,12.17,12.27,0.092,0.024
2067,12.27,12.22,0.113,0.024
2068,12.27,12.24,0.090,0.057
2069,12.24,12.24,0.124,0.026
2070,12.24,12.27,0.093,0.044
2071,12.19,12.24,0.109,0.047
2072,12.22,12.27,0.101,0.049
2073,12.24,12.27,0.096,0.033
2074,12.24,12.27,0.106,0.030
2075,12.24,12.27,0.093,0.045
2076,12.24,12.24,0.115,0.046
2077,12.27,12.22,0.104,0.041
2078,12.27,12.22,0.100,0.036
2079,12.24,12.22,0.105,0.047
2080,12.27,12.27,0.111,0.059
2081,12.24,12.24,0.126,0.049
2082,12.24,12.22,0.098,0.064
2083,12.19,12.24,0.113,0.023
2084,12.22,12.24,0.119,0.041
2085,12.27,12.24,0.111,0.049
2086,12.27,12.24,0.115,0.044
2087,12.22,12.27,0.112,0.039
2088,12.27,12.24,0.115,0.044
2089,12.19,12.27,0.102,0.048
2090,12.24,12.19,0.119,0.038
2091,12.22,12.24,0.107,0.047
2092,12.27,12.24,0.115,0.045
2093,12.24,12.29,0.114,0.039
2094,12.24,12.29,0.125,0.044
2095,12.27,12.27,0.119,0.045
2096,12.27,12.24,0.096,0.041
2097,12.24,12.24,0.102,0.018
2098,12.22,12.24,0.099,0.035
2099,12.27,12.24,0.117,0.052
2100,12.22,12.27,0.127,0.047
2101,12.24,12.24,0.110,0.030
2102,12.27,12.27,0.095,0.043
2103,12.24,12.24,0.093,0.053
2104,12.24,12.24,0.096,0.037
2105,12.27,12.27,0.099,0.055
2106,12.27,12.24,0.113,0.043
2107,12.27,12.29,0.106,0.035
2108,12.29,12.24,0.105,0.047
2109,12.24,12.27,0.096,0.030
2110,12.22,12.29,0.099,0.044
2111,12.27,12.27,0.107,0.052
2112,12.27,12.27,0.087,0.045
2113,12.24,12.24,0.091,0.032
2114,12.22,12.27,0.113,0.052
2115,12.22,12.22,0.120,0.034
2116,12.22,12.24,0.105,0.035
2117,12.24,12.24,0.085,0.032
2118,12.29,12.27,0.096,0.047
2119,12.24,12.24,0.091,0.041
2120,12.22,12.24,0.102,0.041
2121,12.24,12.24,0.102,0.044
2122,12.19,12.27,0.076,0.044
2123,12.24,12.27,0.099,0.055
2124,12.24,12.24,0.095,0.048
2125,12.24,12.27,0.099,0.026
2126,12.19,12.27,0.125,0.028
2127,12.22,12.24,0.096,0.045
2128,12.22,12.29,0.105,0.048
2129,12.27,12.27,0.085,0.020
2130,12.22,0.00,0.101,0.034
2131,12.29,0.00,0.103,0.044
2132,12.27,0.00,0.087,0.038
2133,12.29,0.00,0.096,0.024
2134,12.29,0.00,0.102,0.032
2135,12.27,0.00,0.106,0.032
2136,12.27,0.00,0.083,0.028
2137,12.29,0.00,0.101,0.037
2138,12.27,0.00,0.099,0.035
2139,12.29,0.00,0.110,0.035
2140,12.27,0.00,0.104,0.030
2141,12.29,0.00,0.093,0.035
2142,12.27,0.00,0.107,0.027
2143,12.27,0.00,0.099,0.042
2144,12.29,0.00,0.097,0.056
2145,12.29,0.00,0.089,0.045
2146,12.29,0.00,0.107,0.033
2147,12.27,0.00,0.101,0.032
2148,12.27,0.00,0.101,0.031
2149,12.24,0.00,0.096,0.042
2150,12.29,0.00,0.100,0.028
2151,12.27,0.00,0.096,0.038
2152,12.29,0.00,0.078,0.035
2153,12.27,0.00,0.093,0.028
2154,12.24,0.00,0.105,0.044
2155,12.29,0.00,0.112,0.035
2156,12.27,0.00,0.102,0.047
2157,12.27,0.00,0.093,0.036
2158,12.24,0.00,0.099,0.052
2159,12.27,0.00,0.102,0.033
2160,12.27,0.00,0.096,0.051
2161,12.27,0.00,0.096,0.042
2162,12.27,0.00,0.102,0.038
2163,12.29,0.00,0.097,0.035
2164,12.27,0.00,0.103,0.039
2165,12.29,0.00,0.108,0.042
2166,12.27,0.00,0.099,0.058
2167,12.27,0.00,0.110,0.044
2168,12.27,0.00,0.107,0.043
2169,12.29,0.00,0.108,0.004
2170,12.27,0.00,0.093,0.037
2171,12.24,0.00,0.093,0.045
2172,12.29,0.00,0.089,0.029
2173,12.22,0.00,0.099,0.043
2174,12.29,0.00,0.102,0.041
2175,12.27,0.00,0.112,0.047
2176,12.27,0.00,0.090,0.055
2177,12.24,0.00,0.109,0.043
2178,12.29,0.00,0.096,0.041
2179,12.27,0.00,0.079,0.045
2180,12.27,0.00,0.085,0.024
2181,12.37,0.00,0.105,0.030
2182,12.27,0.00,0.102,0.044
2183,12.27,0.00,0.099,0.044
2184,12.32,0.00,0.097,0.033
2185,12.27,0.00,0.092,0.040
2186,12.27,0.00,0.105,0.021
2187,12.24,0.00,0.092,0.039
2188,12.24,0.00,0.102,0.026
2189,12.27,0.00,0.085,0.010
2190,12.27,0.00,0.103,0.056
2191,12.27,0.00,0.107,0.035
2192,12.29,0.00,0.101,0.045
2193,12.27,0.00,0.099,0.032
2194,12.27,0.00,0.095,0.027
2195,12.27,0.00,0.102,0.024
2196,12.29,0.00,0.096,0.040
2197,12.29,0.00,0.091,0.033
2198,12.24,0.00,0.089,0.027
2199,12.29,0.00,0.096,0.066
2200,12.29,0.00,0.090,0.046
2201,12.27,0.00,0.095,0.048
2202,12.27,0.00,0.091,0.034
2203,12.27,0.00,0.107,0.009
2204,12.27,0.00,0.079,0.047
2205,12.27,0.00,0.090,0.029
2206,12.27,0.00,0.100,0.046
2207,12.27,0.00,0.115,0.037
2208,12.29,0.00,0.091,0.044
2209,12.24,0.00,0.084,0.050
2210,12.29,0.00,0.110,0.038
2211,12.24,0.00,0.085,0.046
2212,12.29,0.00,0.087,0.050
2213,12.27,0.00,0.088,0.030
2214,12.22,0.00,0.063,0.038
2215,12.27,0.00,0.089,0.036
2216,12.24,0.00,0.102,0.033
2217,12.22,0.00,0.107,0.049
2218,12.27,0.00,0.118,0.035
2219,12.27,0.00,0.108,0.043
2220,12.29,0.00,0.092,0.022
2221,12.27,0.00,0.082,0.027
2222,12.29,0.00,0.105,0.005
2223,12.27,0.00,0.127,0.038
2224,12.27,0.00,0.116,0.038
2225,12.29,0.00,0.105,0.050
2226,12.27,0.00,0.089,0.044
2227,12.27,0.00,0.099,0.027
2228,12.22,0.00,0.102,0.047
2229,12.29,0.00,0.125,0.042
2230,12.24,0.00,0.114,0.046
2231,12.27,0.00,0.105,0.054
2232,12.27,0.00,0.091,0.036
2233,12.24,0.00,0.110,0.038
2234,12.29,0.00,0.116,0.044
2235,12.27,0.00,0.078,0.048
2236,12.29,0.00,0.089,0.027
2237,12.32,0.00,0.094,0.039
2238,12.27,0.00,0.106,0.032
2239,12.32,0.00,0.112,0.037
2240,12.27,0.00,0.105,0.038
2241,12.27,0.00,0.093,0.039
2242,12.27,0.00,0.088,0.019
2243,12.29,0.00,0.110,0.044
2244,12.24,0.00,0.088,0.033
2245,12.27,0.00,0.103,0.032
2246,12.27,0.00,0.113,0.044
2247,12.27,0.00,0.106,0.037
2248,12.29,0.00,0.108,0.038
2249,12.24,0.00,0.093,0.036
