time,V1,V2,I1,I2
2250,12.27,0.00,0.097,0.029
2251,12.27,0.00,0.099,0.046
2252,12.24,0.00,0.099,0.032
2253,12.29,0.00,0.112,0.008
2254,12.24,0.00,0.096,0.053
2255,12.29,0.00,0.117,0.024
2256,12.27,0.00,0.112,0.052
2257,12.27,0.00,0.104,0.029
2258,12.29,0.00,0.089,0.044
2259,12.34,0.00,0.099,0.041
2260,12.29,0.00,0.116,0.054
2261,12.29,0.00,0.112,0.021
2262,12.27,0.00,0.134,0.047
2263,12.27,0.00,0.119,0.033
2264,12.29,0.00,0.102,0.019
2265,12.24,0.00,0.086,0.038
2266,12.27,0.00,0.099,0.026
2267,12.29,0.00,0.109,0.035
2268,12.27,0.00,0.105,0.061
2269,12.27,0.00,0.101,0.048
2270,12.27,0.00,0.113,0.042
2271,12.27,0.00,0.105,0.032
2272,12.24,0.00,0.099,0.056
2273,12.27,0.00,0.093,0.047
2274,12.29,0.00,0.107,0.036
2275,12.24,0.00,0.116,0.053
2276,12.27,0.00,0.112,0.047
2277,12.27,0.00,0.113,0.048
2278,12.29,0.00,0.094,0.027
2279,12.27,0.00,0.090,0.038
2280,12.27,0.00,0.104,0.041
2281,12.24,0.00,0.107,0.054
2282,12.29,0.00,0.101,0.042
2283,12.27,0.00,0.101,0.032
2284,12.24,0.00,0.087,0.032
2285,12.27,0.00,0.110,0.038
2286,12.24,0.00,0.083,0.022
2287,12.24,0.00,0.081,0.016
2288,12.29,0.00,0.093,0.038
2289,12.29,0.00,0.110,0.044
2290,12.27,0.00,0.079,0.016
2291,12.27,0.00,0.106,0.044
2292,12.24,0.00,0.110,0.044
2293,12.27,0.00,0.098,0.041
2294,12.27,0.00,0.096,0.049
2295,12.29,0.00,0.095,0.037
2296,12.27,0.00,0.107,0.035
2297,12.27,0.00,0.096,0.021
2298,12.27,0.00,0.083,0.032
2299,12.27,0.00,0.102,0.038
2300,12.29,0.00,0.082,0.023
2301,12.27,0.00,0.098,0.035
2302,12.32,0.00,0.091,0.040
2303,12.27,0.00,0.096,0.025
2304,12.24,0.00,0.105,0.038
2305,12.29,0.00,0.090,0.032
2306,12.27,0.00,0.100,0.040
2307,12.27,0.00,0.101,0.035
2308,12.24,0.00,0.096,0.023
2309,12.29,0.00,0.111,0.035
2310,12.27,0.00,0.080,0.038
2311,12.32,0.00,0.099,0.040
2312,12.29,0.00,0.079,0.039
2313,12.27,0.00,0.093,0.022
2314,12.27,0.00,0.115,0.048
2315,12.29,0.00,0.073,0.035
2316,12.29,0.00,0.112,0.031
2317,12.27,0.00,0.107,0.047
2318,12.22,0.00,0.094,0.038
2319,12.24,0.00,0.094,0.038
2320,12.24,0.00,0.099,0.032
2321,12.27,0.00,0.094,0.045
2322,12.29,0.00,0.092,0.041
2323,12.27,0.00,0.103,0.025
2324,12.27,0.00,0.092,0.036
2325,12.37,0.00,0.099,0.044
2326,12.29,0.00,0.082,0.026
2327,12.27,0.00,0.105,0.032
2328,12.29,0.00,0.084,0.041
2329,12.29,0.00,0.090,0.036
2330,12.29,0.00,0.100,0.044
2331,12.27,0.00,0.101,0.029
2332,12.27,0.00,0.077,0.031
2333,12.27,0.00,0.090,0.043
2334,12.27,0.00,0.102,0.062
2335,12.27,0.00,0.107,0.046
2336,12.27,0.00,0.100,0.039
2337,12.27,0.00,0.089,0.029
2338,12.27,0.00,0.107,0.045
2339,12.27,0.00,0.107,0.033
2340,12.24,0.00,0.110,0.037
2341,12.29,0.00,0.104,0.043
2342,12.29,0.00,0.100,0.031
2343,12.24,0.00,0.091,0.057
2344,12.29,0.00,0.102,0.034
2345,12.22,0.00,0.082,0.032
2346,12.22,0.15,0.073,0.056
2347,12.22,0.00,0.089,0.028
2348,12.24,0.00,0.096,0.034
2349,12.27,0.00,0.084,0.047
2350,12.29,0.00,0.086,0.037
2351,12.27,0.00,0.085,0.019
2352,12.27,0.00,0.083,0.024
2353,12.29,0.00,0.090,0.042
2354,12.27,0.00,0.082,0.047
2355,12.29,0.00,0.096,0.041
2356,12.27,0.00,0.096,0.047
2357,12.27,0.00,0.090,0.031
2358,12.29,0.00,0.116,0.027
2359,12.29,0.00,0.110,0.048
2360,12.24,0.00,0.095,0.049
2361,12.22,0.00,0.097,0.032
2362,12.27,0.00,0.113,0.035
2363,12.27,0.00,0.078,0.035
2364,12.27,0.00,0.112,0.049
2365,12.27,0.00,0.085,0.037
2366,12.29,0.00,0.093,0.024
2367,12.29,0.00,0.091,0.043
2368,12.27,0.00,0.084,0.030
2369,12.27,0.00,0.080,0.021
2370,12.24,0.00,0.085,0.035
2371,12.29,0.00,0.092,0.048
2372,12.27,0.00,0.091,0.046
2373,12.27,0.00,0.076,0.040
2374,12.27,0.00,0.110,0.044
2375,12.27,0.00,0.083,0.039
2376,12.27,0.00,0.094,0.038
2377,12.24,0.00,0.072,0.029
2378,12.27,0.00,0.086,0.018
2379,12.27,0.00,0.105,0.038
2380,12.27,0.00,0.090,0.039
2381,12.24,0.00,0.114,0.024
2382,12.27,0.00,0.085,0.025
2383,12.29,0.00,0.083,0.032
2384,12.27,0.00,0.097,0.036
2385,12.27,0.00,0.087,0.018
2386,12.27,0.00,0.087,0.047
2387,12.22,0.00,0.087,0.032
2388,12.27,0.00,0.093,0.028
2389,12.27,0.00,0.080,0.029
2390,12.24,0.00,0.076,0.021
2391,12.32,0.00,0.094,0.034
2392,12.27,0.00,0.098,0.033
2393,12.29,0.00,0.101,0.039
2394,12.27,0.00,0.087,0.041
2395,12.27,0.00,0.097,0.033
2396,12.27,0.00,0.090,0.055
2397,12.27,0.00,0.085,0.022
2398,12.27,0.00,0.090,0.041
2399,12.24,0.00,0.089,0.027
2400,12.24,0.00,0.063,0.016
2401,12.29,0.00,0.089,0.044
2402,12.27,0.00,0.102,0.033
2403,12.24,0.00,0.096,0.032
2404,12.27,0.00,0.097,0.045
2405,12.24,0.00,0.087,0.027
2406,12.27,0.00,0.102,0.030
2407,12.27,0.00,0.085,0.030
2408,12.29,0.00,0.090,0.032
2409,12.29,0.00,0.105,0.039
2410,12.29,0.00,0.106,0.041
2411,12.24,0.00,0.093,0.038
2412,12.27,0.00,0.118,0.021
2413,12.24,0.00,0.117,0.051
2414,12.24,0.00,0.110,0.035
2415,12.24,0.00,0.095,0.032
2416,12.27,0.00,0.085,0.021
2417,12.27,0.00,0.089,0.029
2418,12.24,0.00,0.099,0.029
2419,12.27,0.00,0.113,0.044
2420,12.29,0.00,0.092,0.029
2421,12.27,0.00,0.113,0.056
2422,12.27,0.00,0.105,0.029
2423,12.29,0.00,0.110,0.051
2424,12.27,0.00,0.097,0.038
2425,12.24,0.00,0.093,0.032
2426,12.24,0.00,0.114,0.029
2427,12.27,0.00,0.081,0.047
2428,12.29,0.00,0.094,0.051
2429,12.24,0.00,0.092,0.042
2430,12.27,0.00,0.096,0.029
2431,12.27,0.00,0.107,0.042
2432,12.27,0.00,0.098,0.046
2433,12.24,0.00,0.102,0.038
2434,12.27,0.00,0.092,0.027
2435,12.29,0.00,0.106,0.040
2436,12.27,0.00,0.093,0.051
2437,12.27,0.00,0.091,0.041
2438,12.27,0.00,0.085,0.034
2439,12.27,0.00,0.102,0.044
2440,12.29,0.00,0.095,0.037
2441,12.29,0.00,0.102,0.024
2442,12.27,0.00,0.099,0.021
2443,12.22,0.00,0.107,0.037
2444,12.27,0.00,0.105,0.054
2445,12.29,0.00,0.091,0.047
2446,12.29,0.00,0.110,0.044
2447,12.29,0.00,0.096,0.049
2448,12.29,0.00,0.108,0.039
2449,12.27,0.00,0.110,0.032
2450,12.27,0.00,0.091,0.035
2451,12.27,0.00,0.099,0.028
2452,12.27,0.00,0.101,0.027
2453,12.29,0.00,0.111,0.041
2454,12.29,0.00,0.105,0.041
2455,12.27,0.00,0.096,0.034
2456,12.22,0.00,0.110,0.035
2457,12.27,0.00,0.093,0.031
2458,12.22,0.00,0.071,0.047
2459,12.29,0.00,0.104,0.034
2460,12.22,0.00,0.087,0.046
2461,12.27,0.00,0.105,0.024
2462,12.24,0.00,0.078,0.030
2463,12.27,0.00,0.083,0.007
2464,12.29,0.00,0.117,0.033
2465,12.27,0.00,0.104,0.021
2466,12.29,0.00,0.104,0.040
2467,12.24,0.00,0.093,0.045
2468,12.27,0.00,0.104,0.023
2469,12.29,0.00,0.110,0.047
2470,12.27,0.00,0.099,0.050
2471,12.27,0.00,0.102,0.024
2472,12.22,0.00,0.113,0.046
2473,12.29,0.00,0.098,0.045
2474,12.29,0.00,0.090,0.019
2475,12.24,0.00,0.103,0.031
2476,12.27,0.00,0.110,0.025
2477,12.24,0.00,0.091,0.028
2478,12.24,0.00,0.100,0.033
2479,12.29,0.00,0.107,0.040
2480,12.27,0.00,0.090,0.053
2481,12.27,0.00,0.092,0.038
2482,12.27,0.00,0.090,0.052
2483,12.24,0.00,0.076,0.041
2484,12.22,0.00,0.086,0.032
2485,12.24,0.00,0.102,0.014
2486,12.32,0.00,0.105,0.029
2487,12.27,0.00,0.099,0.036
2488,12.27,0.00,0.104,0.042
2489,12.27,0.00,0.094,0.043
2490,12.24,0.00,0.100,0.027
2491,12.27,0.00,0.085,0.021
2492,12.29,0.00,0.096,0.024
2493,12.22,0.00,0.085,0.048
2494,12.29,0.00,0.093,0.043
2495,12.27,0.00,0.093,0.050
2496,12.29,0.00,0.076,0.035
2497,12.24,0.00,0.118,0.049
2498,12.27,0.00,0.108,0.044
2499,12.24,0.00,0.075,0.015
2500,12.24,0.00,0.110,0.031
2501,12.27,0.00,0.096,0.047
2502,12.24,0.00,0.116,0.024
2503,12.29,0.00,0.073,0.021
2504,12.29,0.00,0.105,0.024
2505,12.29,0.00,0.093,0.041
2506,12.27,0.00,0.083,0.032
2507,12.29,0.00,0.095,0.038
2508,12.27,0.00,0.100,0.052
2509,12.29,0.00,0.091,0.039
2510,12.29,0.00,0.097,0.040
2511,12.24,0.00,0.100,0.044
2512,12.24,0.00,0.081,0.040
2513,12.29,0.00,0.104,0.043
2514,12.24,0.00,0.076,0.039
2515,12.27,0.00,0.086,0.025
2516,12.27,0.00,0.096,0.038
2517,12.29,0.00,0.096,0.033
2518,12.27,0.00,0.094,0.033
2519,12.27,0.00,0.088,0.019
2520,12.27,0.00,0.090,0.015
2521,12.24,0.00,0.093,0.034
2522,12.27,0.00,0.092,0.033
2523,12.27,0.00,0.105,0.042
2524,12.24,0.00,0.085,0.027
2525,12.27,0.00,0.102,0.032
2526,12.32,0.00,0.105,0.037
2527,12.32,0.00,0.098,0.055
2528,12.29,0.00,0.094,0.071
2529,12.29,0.00,0.085,0.024
2530,12.27,0.00,0.086,0.034
2531,12.29,0.00,0.082,0.038
2532,12.27,0.00,0.079,0.023
2533,12.29,0.00,0.082,0.044
2534,12.27,0.00,0.096,0.042
2535,12.27,0.00,0.094,0.044
2536,12.27,0.00,0.082,0.044
2537,12.27,0.00,0.107,0.029
2538,12.32,0.00,0.072,0.042
2539,12.27,0.00,0.105,0.035
2540,12.27,0.00,0.102,0.049
2541,12.24,0.00,0.093,0.043
2542,12.29,0.00,0.100,0.044
2543,12.24,0.00,0.089,0.035
2544,12.27,0.00,0.101,0.044
2545,12.52,0.00,0.082,0.032
2546,12.32,0.00,0.093,0.029
2547,12.27,0.00,0.082,0.018
2548,12.24,0.00,0.093,0.039
2549,12.27,0.00,0.087,0.032
2550,12.29,0.00,0.091,0.032
2551,12.27,0.00,0.082,0.047
2552,12.24,0.00,0.054,0.035
2553,12.32,0.00,0.090,0.022
2554,12.27,0.00,0.072,0.014
2555,12.27,0.00,0.088,0.041
2556,12.27,0.00,0.103,0.054
2557,12.22,0.00,0.097,0.044
2558,12.32,0.00,0.110,0.036
2559,12.27,0.00,0.101,0.040
2560,12.27,0.00,0.106,0.022
2561,12.24,0.00,0.076,0.037
2562,12.24,0.00,0.099,0.038
2563,12.27,0.00,0.079,0.044
2564,12.24,0.00,0.099,0.021
2565,12.24,0.00,0.086,0.032
2566,12.24,0.00,0.090,0.035
2567,11.99,0.00,0.096,0.050
2568,12.24,0.00,0.075,0.018
2569,12.24,0.00,0.097,0.027
2570,12.27,0.00,0.089,0.038
2571,12.29,0.00,0.077,0.032
2572,12.24,0.00,0.065,0.020
2573,12.27,0.00,0.101,0.026
2574,12.29,0.00,0.076,0.029
2575,12.27,0.00,0.105,0.050
2576,12.24,0.00,0.090,0.018
2577,12.27,0.00,0.109,0.041
2578,12.27,0.00,0.087,0.052
2579,12.29,0.00,0.088,0.032
2580,12.27,0.00,0.109,0.035
2581,12.29,0.00,0.109,0.046
2582,12.29,0.00,0.084,0.033
2583,12.27,0.00,0.099,0.038
2584,12.27,0.00,0.097,0.049
2585,12.29,0.00,0.101,0.036
2586,12.29,0.00,0.104,0.048
2587,12.27,0.00,0.087,0.029
2588,12.27,0.00,0.081,0.025
2589,12.29,0.00,0.108,0.035
2590,12.27,0.00,0.112,0.047
2591,12.32,0.00,0.098,0.046
2592,12.29,0.00,0.113,0.042
2593,12.24,0.00,0.084,0.046
2594,12.27,0.00,0.119,0.029
2595,12.27,0.00,0.099,0.039
2596,12.29,0.00,0.106,0.036
2597,12.24,0.00,0.117,0.054
2598,12.24,0.00,0.102,0.032
2599,12.27,0.00,0.115,0.037
2600,12.22,0.00,0.104,0.035
2601,12.27,0.00,0.089,0.050
2602,12.27,0.00,0.082,0.008
2603,12.27,0.00,0.094,0.025
2604,12.29,0.00,0.113,0.043
2605,12.32,0.00,0.103,0.026
2606,12.24,0.00,0.076,0.030
2607,12.29,0.00,0.082,0.041
2608,12.29,0.00,0.117,0.041
2609,12.27,0.00,0.084,0.041
2610,12.27,0.00,0.099,0.045
2611,12.27,0.00,0.093,0.052
2612,12.27,0.00,0.108,0.036
2613,12.29,0.00,0.105,0.049
2614,12.29,0.00,0.099,0.028
2615,12.29,0.00,0.099,0.049
2616,12.27,0.00,0.093,0.023
2617,12.27,0.00,0.102,0.048
2618,12.29,0.00,0.114,0.057
2619,12.29,0.00,0.093,0.036
2620,12.29,0.00,0.080,0.041
2621,12.24,0.00,0.099,0.006
2622,12.19,0.00,0.094,0.038
2623,12.29,0.00,0.093,0.027
2624,12.29,0.00,0.116,0.039
2625,12.27,0.00,0.085,0.012
2626,12.27,0.00,0.092,0.027
2627,12.29,0.00,0.071,0.033
2628,12.29,0.00,0.118,0.042
2629,12.24,0.00,0.095,0.036
2630,12.29,0.00,0.092,0.022
2631,12.24,0.00,0.074,0.045
2632,12.27,0.00,0.101,0.018
2633,12.27,0.00,0.090,0.029
2634,12.29,0.00,0.097,0.014
2635,12.27,0.00,0.077,0.012
2636,12.29,0.00,0.080,0.024
2637,12.24,0.00,0.115,0.035
2638,12.24,0.00,0.096,0.065
2639,12.24,0.00,0.096,0.041
2640,12.29,0.00,0.108,0.034
2641,12.27,0.00,0.112,0.025
2642,12.29,0.00,0.107,0.047
2643,12.32,0.00,0.085,0.055
2644,12.27,0.00,0.104,0.032
2645,12.24,0.00,0.096,0.039
2646,12.24,0.00,0.093,0.048
2647,12.32,0.00,0.104,0.041
2648,12.27,0.00,0.104,0.047
2649,12.27,0.00,0.089,0.035
2650,12.27,0.00,0.096,0.039
2651,12.24,0.00,0.101,0.040
2652,12.27,0.00,0.101,0.044
2653,12.29,0.00,0.097,0.029
2654,12.29,0.00,0.099,0.041
2655,12.29,0.00,0.082,0.060
2656,12.27,0.00,0.110,0.042
2657,12.22,0.00,0.099,0.027
2658,12.27,0.00,0.100,0.034
2659,12.22,0.00,0.080,0.029
2660,12.24,0.00,0.071,0.044
2661,12.27,0.00,0.085,0.057
2662,12.27,0.00,0.086,0.016
2663,12.32,0.00,0.111,0.036
2664,12.27,0.00,0.112,0.006
2665,12.27,0.00,0.101,0.034
2666,12.24,0.00,0.103,0.029
2667,12.27,0.00,0.102,0.037
2668,12.27,0.00,0.096,0.045
2669,12.29,0.00,0.099,0.054
2670,12.27,0.00,0.108,0.028
2671,12.27,0.00,0.093,0.052
2672,12.27,0.00,0.093,0.035
2673,12.32,0.00,0.090,0.034
2674,12.29,0.00,0.099,0.040
2675,12.27,0.00,0.108,0.048
2676,12.29,0.00,0.106,0.036
2677,12.29,0.00,0.087,0.048
2678,12.27,0.00,0.102,0.021
2679,12.27,0.00,0.103,0.038
2680,12.29,0.00,0.097,0.049
2681,12.27,0.00,0.097,0.044
2682,12.27,0.00,0.079,0.042
2683,12.27,0.00,0.099,0.051
2684,12.29,0.00,0.102,0.033
2685,12.29,0.00,0.095,0.028
2686,12.29,0.00,0.096,0.039
2687,12.27,0.00,0.096,0.026
2688,12.27,0.00,0.085,0.044
2689,12.27,0.00,0.102,0.027
2690,12.29,0.00,0.082,0.026
2691,12.29,0.00,0.100,0.037
2692,12.27,0.00,0.104,0.039
2693,12.29,0.00,0.085,0.023
2694,12.27,0.00,0.086,0.046
2695,12.27,0.00,0.085,0.043
2696,12.29,0.00,0.090,0.037
2697,12.27,0.00,0.083,0.036
2698,12.24,0.00,0.098,0.058
2699,12.27,0.00,0.093,0.037
2700,12.32,0.00,0.096,0.024
2701,12.27,0.00,0.089,0.033
2702,12.27,0.00,0.098,0.035
2703,12.24,0.00,0.093,0.034
2704,12.24,0.00,0.087,0.044
2705,12.27,0.00,0.096,0.042
2706,12.29,0.00,0.082,0.029
2707,12.27,0.00,0.100,0.025
2708,12.24,0.00,0.098,0.034
2709,12.29,0.00,0.085,0.015
2710,12.27,0.00,0.085,0.064
2711,12.27,0.00,0.079,0.029
2712,12.27,0.00,0.097,0.036
2713,12.27,0.00,0.100,0.033
2714,12.29,0.00,0.079,0.028
2715,12.24,0.00,0.099,0.047
2716,12.29,0.00,0.096,0.036
2717,12.27,0.00,0.085,0.029
2718,12.29,0.00,0.076,0.041
2719,12.27,0.00,0.081,0.032
2720,12.29,0.00,0.085,0.015
2721,12.27,0.00,0.096,0.029
2722,12.27,0.00,0.080,0.060
2723,12.29,0.00,0.087,0.039
2724,12.32,0.00,0.092,0.037
2725,12.29,0.00,0.082,0.023
2726,12.27,0.00,0.056,0.054
2727,12.24,0.00,0.093,0.040
2728,12.32,0.00,0.079,0.039
2729,12.24,0.00,0.069,0.004
2730,12.29,0.00,0.075,0.040
2731,12.32,0.00,0.098,0.027
2732,12.27,0.00,0.077,0.035
2733,12.27,0.00,0.105,0.046
2734,12.29,0.00,0.093,0.032
2735,12.29,0.00,0.074,0.012
2736,12.27,0.00,0.093,0.024
2737,12.27,0.00,0.096,0.034
2738,12.29,0.00,0.064,0.025
2739,12.27,0.00,0.084,0.030
2740,12.29,0.00,0.095,0.041
2741,12.24,0.00,0.050,0.028
2742,12.24,0.00,0.078,0.034
2743,12.29,0.00,0.077,0.021
2744,12.24,0.00,0.086,0.015
2745,12.27,0.00,0.115,0.041
2746,12.29,0.00,0.093,0.061
2747,12.24,0.00,0.082,0.035
2748,12.27,0.00,0.089,0.044
2749,12.29,0.00,0.083,0.042
2750,12.27,0.00,0.093,0.047
2751,12.29,0.00,0.090,0.040
2752,12.27,0.00,0.098,0.036
2753,12.27,0.00,0.110,0.044
2754,12.32,0.00,0.127,0.061
2755,12.27,0.00,0.079,0.054
2756,12.27,0.00,0.110,0.052
2757,12.24,0.00,0.104,0.042
2758,12.27,0.00,0.092,0.054
2759,12.27,0.00,0.110,0.069
2760,12.27,0.00,0.097,0.056
2761,12.29,0.00,0.092,0.069
2762,12.29,0.00,0.097,0.044
2763,12.27,0.00,0.083,0.046
2764,12.27,0.00,0.104,0.038
2765,12.27,0.00,0.090,0.033
2766,12.29,0.00,0.099,0.040
2767,12.27,0.00,0.087,0.020
2768,12.29,0.00,0.078,0.033
2769,12.27,0.00,0.093,0.026
2770,12.29,0.00,0.102,0.038
2771,12.24,0.00,0.103,0.034
2772,12.27,0.00,0.116,0.051
2773,12.27,0.00,0.122,0.046
2774,12.29,0.00,0.112,0.032
2775,12.24,0.00,0.094,0.037
2776,12.29,0.00,0.089,0.046
2777,12.24,0.00,0.095,0.036
2778,12.24,0.00,0.107,0.041
2779,12.27,0.00,0.096,0.024
2780,12.27,0.00,0.095,0.037
2781,12.22,0.00,0.093,0.026
2782,12.24,0.00,0.090,0.019
2783,12.29,0.00,0.096,0.050
2784,12.27,0.00,0.114,0.027
2785,12.27,0.00,0.093,0.022
2786,12.24,0.00,0.112,0.024
2787,12.29,0.00,0.119,0.051
2788,12.24,0.00,0.102,0.038
2789,12.27,0.00,0.119,0.047
2790,12.27,0.00,0.098,0.040
2791,12.27,0.00,0.106,0.028
2792,12.27,0.00,0.109,0.036
2793,12.37,0.00,0.095,0.034
2794,12.27,0.00,0.092,0.041
2795,12.29,0.00,0.112,0.033
2796,12.24,0.00,0.098,0.009
2797,7.59,0.00,0.000,0.014
2798,0.13,0.00,0.028,0.039
2799,0.00,12.32,0.015,0.035
2800,0.00,12.24,0.022,0.025
2801,0.00,12.22,0.026,0.033
2802,0.00,12.22,0.005,0.047
2803,0.00,12.27,0.013,0.023
2804,0.00,12.27,0.036,0.055
2805,0.00,12.27,0.025,0.048
2806,0.00,12.27,0.028,0.041
2807,0.00,12.24,0.028,0.031
2808,0.00,12.29,0.010,0.041
2809,0.00,12.27,0.035,0.047
2810,0.00,12.22,0.019,0.038
2811,0.00,12.22,0.041,0.051
2812,0.00,12.27,0.034,0.017
2813,0.00,12.27,0.026,0.038
2814,0.00,12.27,0.007,0.048
2815,0.00,12.27,0.011,0.039
2816,0.00,12.27,0.008,0.027
2817,0.00,12.24,0.017,0.029
2818,0.00,12.24,-0.010,0.023
2819,0.00,12.27,0.013,0.042
2820,0.00,12.24,0.021,0.039
2821,0.00,12.24,0.044,0.048
2822,0.00,12.29,0.022,0.047
2823,0.00,12.24,0.028,0.039
2824,0.00,12.29,0.014,0.033
2825,0.00,12.27,0.039,0.055
2826,0.00,12.27,0.041,0.046
2827,0.00,12.27,0.030,0.035
2828,0.00,12.24,0.028,0.025
2829,0.00,12.27,0.036,0.029
2830,0.00,12.27,0.024,0.036
2831,0.00,12.27,0.010,0.032
2832,0.00,12.27,0.016,0.047
2833,0.00,12.27,0.031,0.046
2834,0.00,12.22,0.030,0.030
2835,0.00,12.22,0.035,0.031
2836,0.00,12.27,0.027,0.031
2837,0.00,12.27,0.030,0.043
2838,0.00,12.27,0.037,0.046
2839,0.00,12.29,0.002,0.007
2840,0.00,12.24,0.024,0.021
2841,0.00,12.27,0.033,0.024
2842,0.00,12.27,0.033,0.032
2843,0.00,12.22,0.026,0.013
2844,0.00,12.24,0.015,0.045
2845,0.00,12.29,0.020,0.031
2846,0.00,12.24,0.016,0.028
2847,0.00,12.27,0.025,0.029
2848,0.00,12.24,0.023,0.048
2849,0.00,12.27,0.008,0.044
2850,0.00,12.24,0.027,0.028
2851,0.00,12.24,0.023,0.042
2852,0.00,12.24,0.025,0.029
2853,0.00,12.27,0.013,0.024
2854,0.00,12.24,0.009,0.035
2855,0.00,12.24,0.000,0.041
2856,0.00,12.27,0.009,0.039
2857,0.00,12.27,0.008,0.024
2858,0.00,12.27,-0.006,0.026
2859,0.00,12.24,0.010,0.029
2860,0.00,12.24,0.009,0.035
2861,0.00,12.27,0.023,0.035
2862,0.00,12.24,0.031,0.026
2863,0.00,12.29,0.030,0.033
2864,0.00,12.24,0.010,0.020
2865,0.00,12.27,-0.028,0.029
2866,0.00,12.27,0.012,0.028
2867,0.00,12.29,0.013,0.045
2868,0.00,12.22,0.009,0.021
2869,0.00,12.22,0.015,0.040
2870,0.00,12.24,0.001,0.041
2871,0.00,12.27,0.016,0.014
2872,0.00,12.27,0.011,0.043
2873,0.00,12.27,0.024,0.035
2874,0.00,12.27,0.020,0.034
2875,0.00,12.24,0.026,0.030
2876,0.00,12.24,0.038,0.029
2877,0.00,12.27,0.009,0.041
2878,0.00,12.27,0.025,0.027
2879,0.00,12.19,0.027,0.032
2880,0.00,12.24,0.018,0.041
2881,0.00,12.27,0.019,0.034
2882,0.00,12.24,0.013,0.019
2883,0.00,12.27,0.032,0.037
2884,0.00,12.27,0.025,0.045
2885,0.00,12.27,0.013,0.041
2886,0.00,12.27,0.025,0.032
2887,0.00,12.27,0.016,0.037
2888,0.00,12.27,0.017,0.033
2889,0.00,12.24,0.022,0.018
2890,0.00,12.27,0.011,0.038
2891,0.00,12.27,0.019,0.033
2892,0.00,12.27,0.016,0.041
2893,0.00,12.27,0.026,0.038
2894,0.00,12.24,0.020,0.043
2895,0.00,12.24,0.021,0.036
2896,0.00,12.24,0.016,0.035
2897,0.00,12.24,0.017,0.033
2898,0.00,12.27,0.008,0.033
2899,0.00,12.22,0.039,0.044
2900,0.00,12.22,0.013,0.029
2901,0.00,12.27,0.016,0.038
2902,0.00,12.24,0.009,0.034
2903,0.00,12.27,0.006,0.016
2904,0.00,12.27,0.021,0.018
2905,0.00,12.27,0.016,0.038
2906,0.00,12.27,0.018,0.026
2907,0.00,12.24,0.013,0.050
2908,0.00,12.22,-0.007,0.032
2909,0.00,12.22,0.007,0.025
2910,0.00,12.29,0.025,0.036
2911,0.00,12.27,0.025,0.020
2912,0.00,12.27,0.030,0.034
2913,0.00,12.27,0.005,0.008
2914,0.00,12.29,0.032,0.036
2915,0.00,12.27,0.014,0.018
2916,0.00,12.27,0.008,0.044
2917,0.00,12.27,0.013,0.021
2918,0.00,12.27,-0.004,0.015
2919,0.00,12.27,0.008,0.034
2920,0.00,12.32,0.024,0.008
2921,0.00,12.27,0.016,0.044
2922,0.00,12.29,0.032,0.019
2923,0.00,12.27,0.013,0.005
2924,0.00,12.27,0.018,0.013
2925,0.00,12.22,0.010,0.034
2926,0.00,12.24,-0.008,0.032
2927,0.00,12.22,0.012,0.014
2928,0.00,12.27,0.008,0.037
2929,0.00,12.24,0.016,0.022
2930,0.00,12.27,0.004,0.028
2931,0.00,12.24,0.032,0.023
2932,0.00,12.27,0.022,0.041
2933,0.00,12.24,0.016,0.040
2934,0.00,12.27,0.010,0.031
2935,0.00,12.27,-0.003,0.032
2936,0.00,12.24,0.009,0.040
2937,0.00,12.24,0.028,0.059
2938,0.00,12.24,0.012,0.024
2939,0.00,12.27,-0.004,0.020
2940,0.00,12.24,0.002,0.038
2941,0.00,12.24,0.012,0.029
2942,0.00,12.24,0.021,0.027
2943,0.00,12.24,0.015,0.046
2944,0.00,12.24,0.001,0.032
2945,0.00,12.27,0.009,0.028
2946,0.00,12.27,0.010,0.026
2947,0.00,12.24,0.010,0.035
2948,0.00,12.24,0.012,0.030
2949,0.00,12.24,0.019,0.041
2950,0.00,12.27,0.019,0.042
2951,0.00,12.27,0.013,0.031
2952,0.00,12.24,0.003,0.028
2953,0.00,12.27,0.026,0.033
2954,0.00,12.27,0.022,0.041
2955,0.00,12.24,0.025,0.037
2956,0.00,12.24,0.008,0.037
2957,0.00,12.27,0.006,0.034
2958,0.00,12.27,0.023,0.042
2959,0.00,12.27,0.021,0.020
2960,0.00,12.24,0.012,0.016
2961,0.00,12.27,0.006,0.042
2962,0.00,12.27,0.000,0.022
2963,0.00,12.24,0.022,0.034
2964,0.00,12.22,0.029,0.042
2965,0.00,12.24,0.012,0.022
2966,0.00,12.24,0.000,0.037
2967,0.00,12.27,0.031,0.047
2968,0.00,12.27,0.011,0.019
2969,0.00,12.27,0.023,0.023
2970,0.00,12.24,0.016,0.027
2971,0.00,12.24,0.017,0.035
2972,0.00,12.27,0.002,0.030
2973,0.00,12.27,0.008,0.031
2974,0.00,12.27,0.013,0.034
2975,0.00,12.24,0.028,0.027
2976,0.00,12.27,-0.005,0.020
2977,0.00,12.27,0.007,0.023
2978,0.00,12.24,0.004,0.031
2979,0.00,12.24,0.017,0.027
2980,0.00,12.27,-0.004,0.039
2981,0.00,12.24,0.033,0.035
2982,0.00,12.22,0.015,0.026
2983,0.00,12.24,0.023,0.044
2984,0.00,12.24,0.019,0.027
